Fecha de Proceso,Operador,Estatus,P. Run,TIN,Folio TIN,Folio Logistica,Folio calidad,Cliente,Codigo cliente,Producto,Configuracion (Fito) prod,No de configuracion,Tipo de servicio,Dosis de proceso solicitada (kGy),Numero de tarima de TIN,Carrier,Etiqueta sistema,Etiqueta interna,Tarimas por TIN,Tratamiento,Dosis proceso,N° Lados,N° pases,kGy por pase,Factor K,Corriente (A),Velocidad UBC,Inicio carga conveyor,Fin descarga conveyor,Tiempo proceso,Desviaciones,Registro
07-ago-27,Operador_04,Completado,10018,TIN_000011,20011,40011,50011,Cliente_004,CLI004,Producto_014,Configuracion_004,30004,Fitosanitario 150 Gy,0.28,12,12,SYS_000181,TAG_000181,12,MODE_B - Config demo,0.28,2,1,0.28,0.025,8.0,0.714,6:24:00 a.m.,7:27:00 a.m.,01:03:00,,Operador_01
07-ago-27,Operador_01,Completado,10019,TIN_000012,20012,40012,50012,Cliente_014,CLI014,Producto_004,Configuracion_005,30005,Desbacterizacion (Chiles secos),4.0,1,1,SYS_000182,TAG_000182,19,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,10:33:00 a.m.,11:58:00 a.m.,01:25:00,,Operador_04
07-ago-27,Operador_04,Completado,10019,TIN_000012,20012,40012,50012,Cliente_014,CLI014,Producto_004,Configuracion_005,30005,Desbacterizacion (Chiles secos),4.0,2,2,SYS_000183,TAG_000183,19,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,10:33:00 a.m.,11:58:00 a.m.,01:25:00,,Operador_05
07-ago-27,Operador_01,Completado,10019,TIN_000012,20012,40012,50012,Cliente_014,CLI014,Producto_004,Configuracion_005,30005,Desbacterizacion (Chiles secos),4.0,3,3,SYS_000184,TAG_000184,19,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,10:33:00 a.m.,11:58:00 a.m.,01:25:00,,Operador_04
07-ago-27,Operador_01,Completado,10019,TIN_000012,20012,40012,50012,Cliente_014,CLI014,Producto_004,Configuracion_005,30005,Desbacterizacion (Chiles secos),4.0,4,4,SYS_000185,TAG_000185,19,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,10:33:00 a.m.,11:58:00 a.m.,01:25:00,,Operador_04
07-ago-27,Operador_01,Completado,10019,TIN_000012,20012,40012,50012,Cliente_014,CLI014,Producto_004,Configuracion_005,30005,Desbacterizacion (Chiles secos),4.0,5,5,SYS_000186,TAG_000186,19,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,10:33:00 a.m.,11:58:00 a.m.,01:25:00,,Operador_04
07-ago-27,Operador_01,Completado,10019,TIN_000012,20012,40012,50012,Cliente_014,CLI014,Producto_004,Configuracion_005,30005,Desbacterizacion (Chiles secos),4.0,6,6,SYS_000187,TAG_000187,19,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,10:33:00 a.m.,11:58:00 a.m.,01:25:00,,Operador_01
07-ago-27,Operador_02,Completado,10019,TIN_000012,20012,40012,50012,Cliente_014,CLI014,Producto_004,Configuracion_005,30005,Desbacterizacion (Chiles secos),4.0,7,7,SYS_000188,TAG_000188,19,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,10:33:00 a.m.,11:58:00 a.m.,01:25:00,,Operador_02
07-ago-27,Operador_04,Completado,10019,TIN_000012,20012,40012,50012,Cliente_014,CLI014,Producto_004,Configuracion_005,30005,Desbacterizacion (Chiles secos),4.0,8,8,SYS_000189,TAG_000189,19,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,10:33:00 a.m.,11:58:00 a.m.,01:25:00,,Operador_01
07-ago-27,Operador_04,Completado,10019,TIN_000012,20012,40012,50012,Cliente_014,CLI014,Producto_004,Configuracion_005,30005,Desbacterizacion (Chiles secos),4.0,9,9,SYS_000190,TAG_000190,19,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,10:33:00 a.m.,11:58:00 a.m.,01:25:00,,Operador_03
07-ago-27,Operador_01,Completado,10019,TIN_000012,20012,40012,50012,Cliente_014,CLI014,Producto_004,Configuracion_005,30005,Desbacterizacion (Chiles secos),4.0,10,10,SYS_000191,TAG_000191,19,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,10:33:00 a.m.,11:58:00 a.m.,01:25:00,,Operador_05
07-ago-27,Operador_03,Completado,10019,TIN_000012,20012,40012,50012,Cliente_014,CLI014,Producto_004,Configuracion_005,30005,Desbacterizacion (Chiles secos),4.0,11,11,SYS_000192,TAG_000192,19,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,10:33:00 a.m.,11:58:00 a.m.,01:25:00,,Operador_05
07-ago-27,Operador_01,Completado,10019,TIN_000012,20012,40012,50012,Cliente_014,CLI014,Producto_004,Configuracion_005,30005,Desbacterizacion (Chiles secos),4.0,12,12,SYS_000193,TAG_000193,19,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,10:33:00 a.m.,11:58:00 a.m.,01:25:00,,Operador_03
07-ago-27,Operador_01,Completado,10019,TIN_000012,20012,40012,50012,Cliente_014,CLI014,Producto_004,Configuracion_005,30005,Desbacterizacion (Chiles secos),4.0,13,1,SYS_000194,TAG_000194,19,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,10:33:00 a.m.,11:58:00 a.m.,01:25:00,,Operador_03
07-ago-27,Operador_04,Completado,10019,TIN_000012,20012,40012,50012,Cliente_014,CLI014,Producto_004,Configuracion_005,30005,Desbacterizacion (Chiles secos),4.0,14,2,SYS_000195,TAG_000195,19,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,10:33:00 a.m.,11:58:00 a.m.,01:25:00,,Operador_05
07-ago-27,Operador_05,Completado,10019,TIN_000012,20012,40012,50012,Cliente_014,CLI014,Producto_004,Configuracion_005,30005,Desbacterizacion (Chiles secos),4.0,15,3,SYS_000196,TAG_000196,19,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,10:33:00 a.m.,11:58:00 a.m.,01:25:00,,Operador_02
07-ago-27,Operador_02,Completado,10019,TIN_000012,20012,40012,50012,Cliente_014,CLI014,Producto_004,Configuracion_005,30005,Desbacterizacion (Chiles secos),4.0,16,4,SYS_000197,TAG_000197,19,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,10:33:00 a.m.,11:58:00 a.m.,01:25:00,,Operador_04
07-ago-27,Operador_04,Completado,10019,TIN_000012,20012,40012,50012,Cliente_014,CLI014,Producto_004,Configuracion_005,30005,Desbacterizacion (Chiles secos),4.0,17,5,SYS_000198,TAG_000198,19,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,10:33:00 a.m.,11:58:00 a.m.,01:25:00,,Operador_02
07-ago-27,Operador_02,Completado,10019,TIN_000012,20012,40012,50012,Cliente_014,CLI014,Producto_004,Configuracion_005,30005,Desbacterizacion (Chiles secos),4.0,18,6,SYS_000199,TAG_000199,19,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,10:33:00 a.m.,11:58:00 a.m.,01:25:00,,Operador_01
07-ago-27,Operador_04,Completado,10019,TIN_000012,20012,40012,50012,Cliente_014,CLI014,Producto_004,Configuracion_005,30005,Desbacterizacion (Chiles secos),4.0,19,7,SYS_000200,TAG_000200,19,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,10:33:00 a.m.,11:58:00 a.m.,01:25:00,,Operador_01
14-ago-27,Operador_03,Completado,10020,TIN_000013,20013,40013,50013,Cliente_019,CLI019,Producto_011,Configuracion_006,30006,Fitosanitario 400 Gy,0.65,1,1,SYS_000201,TAG_000201,23,MODE_A - Config demo,0.65,2,1,0.65,2.5,2.4,9.231,11:51:00 a.m.,1:11:00 p.m.,01:20:00,,Operador_03
14-ago-27,Operador_03,Completado,10020,TIN_000013,20013,40013,50013,Cliente_019,CLI019,Producto_011,Configuracion_006,30006,Fitosanitario 400 Gy,0.65,2,2,SYS_000202,TAG_000202,23,MODE_A - Config demo,0.65,2,1,0.65,2.5,2.4,9.231,11:51:00 a.m.,1:11:00 p.m.,01:20:00,,Operador_03
14-ago-27,Operador_05,Completado,10020,TIN_000013,20013,40013,50013,Cliente_019,CLI019,Producto_011,Configuracion_006,30006,Fitosanitario 400 Gy,0.65,3,3,SYS_000203,TAG_000203,23,MODE_A - Config demo,0.65,2,1,0.65,2.5,2.4,9.231,11:51:00 a.m.,1:11:00 p.m.,01:20:00,,Operador_05
14-ago-27,Operador_04,Completado,10020,TIN_000013,20013,40013,50013,Cliente_019,CLI019,Producto_011,Configuracion_006,30006,Fitosanitario 400 Gy,0.65,4,4,SYS_000204,TAG_000204,23,MODE_A - Config demo,0.65,2,1,0.65,2.5,2.4,9.231,11:51:00 a.m.,1:11:00 p.m.,01:20:00,,Operador_03
14-ago-27,Operador_01,Completado,10020,TIN_000013,20013,40013,50013,Cliente_019,CLI019,Producto_011,Configuracion_006,30006,Fitosanitario 400 Gy,0.65,5,5,SYS_000205,TAG_000205,23,MODE_A - Config demo,0.65,2,1,0.65,2.5,2.4,9.231,11:51:00 a.m.,1:11:00 p.m.,01:20:00,,Operador_02
14-ago-27,Operador_01,Completado,10020,TIN_000013,20013,40013,50013,Cliente_019,CLI019,Producto_011,Configuracion_006,30006,Fitosanitario 400 Gy,0.65,6,6,SYS_000206,TAG_000206,23,MODE_A - Config demo,0.65,2,1,0.65,2.5,2.4,9.231,11:51:00 a.m.,1:11:00 p.m.,01:20:00,,Operador_01
14-ago-27,Operador_04,Completado,10020,TIN_000013,20013,40013,50013,Cliente_019,CLI019,Producto_011,Configuracion_006,30006,Fitosanitario 400 Gy,0.65,7,7,SYS_000207,TAG_000207,23,MODE_A - Config demo,0.65,2,1,0.65,2.5,2.4,9.231,11:51:00 a.m.,1:11:00 p.m.,01:20:00,,Operador_02
14-ago-27,Operador_01,Completado,10020,TIN_000013,20013,40013,50013,Cliente_019,CLI019,Producto_011,Configuracion_006,30006,Fitosanitario 400 Gy,0.65,8,8,SYS_000208,TAG_000208,23,MODE_A - Config demo,0.65,2,1,0.65,2.5,2.4,9.231,11:51:00 a.m.,1:11:00 p.m.,01:20:00,,Operador_02
14-ago-27,Operador_01,Completado,10020,TIN_000013,20013,40013,50013,Cliente_019,CLI019,Producto_011,Configuracion_006,30006,Fitosanitario 400 Gy,0.65,9,9,SYS_000209,TAG_000209,23,MODE_A - Config demo,0.65,2,1,0.65,2.5,2.4,9.231,11:51:00 a.m.,1:11:00 p.m.,01:20:00,,Operador_01
14-ago-27,Operador_03,Completado,10020,TIN_000013,20013,40013,50013,Cliente_019,CLI019,Producto_011,Configuracion_006,30006,Fitosanitario 400 Gy,0.65,10,10,SYS_000210,TAG_000210,23,MODE_A - Config demo,0.65,2,1,0.65,2.5,2.4,9.231,11:51:00 a.m.,1:11:00 p.m.,01:20:00,,Operador_04
14-ago-27,Operador_04,Completado,10020,TIN_000013,20013,40013,50013,Cliente_019,CLI019,Producto_011,Configuracion_006,30006,Fitosanitario 400 Gy,0.65,11,11,SYS_000211,TAG_000211,23,MODE_A - Config demo,0.65,2,1,0.65,2.5,2.4,9.231,11:51:00 a.m.,1:11:00 p.m.,01:20:00,,Operador_02
14-ago-27,Operador_04,Completado,10020,TIN_000013,20013,40013,50013,Cliente_019,CLI019,Producto_011,Configuracion_006,30006,Fitosanitario 400 Gy,0.65,12,12,SYS_000212,TAG_000212,23,MODE_A - Config demo,0.65,2,1,0.65,2.5,2.4,9.231,11:51:00 a.m.,1:11:00 p.m.,01:20:00,,Operador_01
14-ago-27,Operador_03,Completado,10021,TIN_000013,20013,40013,50013,Cliente_019,CLI019,Producto_011,Configuracion_006,30006,Fitosanitario 400 Gy,0.65,13,1,SYS_000213,TAG_000213,23,MODE_B - Config demo,0.65,2,1,0.65,0.025,8.0,0.308,2:08:00 p.m.,3:06:00 p.m.,00:58:00,,Operador_03
14-ago-27,Operador_05,Completado,10021,TIN_000013,20013,40013,50013,Cliente_019,CLI019,Producto_011,Configuracion_006,30006,Fitosanitario 400 Gy,0.65,14,2,SYS_000214,TAG_000214,23,MODE_B - Config demo,0.65,2,1,0.65,0.025,8.0,0.308,2:08:00 p.m.,3:06:00 p.m.,00:58:00,,Operador_01
14-ago-27,Operador_04,Completado,10021,TIN_000013,20013,40013,50013,Cliente_019,CLI019,Producto_011,Configuracion_006,30006,Fitosanitario 400 Gy,0.65,15,3,SYS_000215,TAG_000215,23,MODE_B - Config demo,0.65,2,1,0.65,0.025,8.0,0.308,2:08:00 p.m.,3:06:00 p.m.,00:58:00,,Operador_04
14-ago-27,Operador_04,Completado,10021,TIN_000013,20013,40013,50013,Cliente_019,CLI019,Producto_011,Configuracion_006,30006,Fitosanitario 400 Gy,0.65,16,4,SYS_000216,TAG_000216,23,MODE_B - Config demo,0.65,2,1,0.65,0.025,8.0,0.308,2:08:00 p.m.,3:06:00 p.m.,00:58:00,,Operador_01
14-ago-27,Operador_02,Completado,10021,TIN_000013,20013,40013,50013,Cliente_019,CLI019,Producto_011,Configuracion_006,30006,Fitosanitario 400 Gy,0.65,17,5,SYS_000217,TAG_000217,23,MODE_B - Config demo,0.65,2,1,0.65,0.025,8.0,0.308,2:08:00 p.m.,3:06:00 p.m.,00:58:00,,Operador_05
14-ago-27,Operador_04,Completado,10021,TIN_000013,20013,40013,50013,Cliente_019,CLI019,Producto_011,Configuracion_006,30006,Fitosanitario 400 Gy,0.65,18,6,SYS_000218,TAG_000218,23,MODE_B - Config demo,0.65,2,1,0.65,0.025,8.0,0.308,2:08:00 p.m.,3:06:00 p.m.,00:58:00,,Operador_05
14-ago-27,Operador_04,Completado,10021,TIN_000013,20013,40013,50013,Cliente_019,CLI019,Producto_011,Configuracion_006,30006,Fitosanitario 400 Gy,0.65,19,7,SYS_000219,TAG_000219,23,MODE_B - Config demo,0.65,2,1,0.65,0.025,8.0,0.308,2:08:00 p.m.,3:06:00 p.m.,00:58:00,,Operador_01
14-ago-27,Operador_05,Completado,10021,TIN_000013,20013,40013,50013,Cliente_019,CLI019,Producto_011,Configuracion_006,30006,Fitosanitario 400 Gy,0.65,20,8,SYS_000220,TAG_000220,23,MODE_B - Config demo,0.65,2,1,0.65,0.025,8.0,0.308,2:08:00 p.m.,3:06:00 p.m.,00:58:00,,Operador_05
14-ago-27,Operador_04,Completado,10021,TIN_000013,20013,40013,50013,Cliente_019,CLI019,Producto_011,Configuracion_006,30006,Fitosanitario 400 Gy,0.65,21,9,SYS_000221,TAG_000221,23,MODE_B - Config demo,0.65,2,1,0.65,0.025,8.0,0.308,2:08:00 p.m.,3:06:00 p.m.,00:58:00,,Operador_01
14-ago-27,Operador_05,Completado,10021,TIN_000013,20013,40013,50013,Cliente_019,CLI019,Producto_011,Configuracion_006,30006,Fitosanitario 400 Gy,0.65,22,10,SYS_000222,TAG_000222,23,MODE_B - Config demo,0.65,2,1,0.65,0.025,8.0,0.308,2:08:00 p.m.,3:06:00 p.m.,00:58:00,,Operador_05
14-ago-27,Operador_05,Completado,10021,TIN_000013,20013,40013,50013,Cliente_019,CLI019,Producto_011,Configuracion_006,30006,Fitosanitario 400 Gy,0.65,23,11,SYS_000223,TAG_000223,23,MODE_B - Config demo,0.65,2,1,0.65,0.025,8.0,0.308,2:08:00 p.m.,3:06:00 p.m.,00:58:00,,Operador_02
06-ago-27,Operador_04,Completado,10022,TIN_000014,20014,40014,50014,Cliente_020,CLI020,Producto_009,Configuracion_007,30007,Desbacterizacion (Chiles secos),4.0,1,1,SYS_000224,TAG_000224,20,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,7:58:00 p.m.,9:41:00 p.m.,01:43:00,,Operador_05
06-ago-27,Operador_02,Completado,10022,TIN_000014,20014,40014,50014,Cliente_020,CLI020,Producto_009,Configuracion_007,30007,Desbacterizacion (Chiles secos),4.0,2,2,SYS_000225,TAG_000225,20,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,7:58:00 p.m.,9:41:00 p.m.,01:43:00,,Operador_03
06-ago-27,Operador_02,Completado,10022,TIN_000014,20014,40014,50014,Cliente_020,CLI020,Producto_009,Configuracion_007,30007,Desbacterizacion (Chiles secos),4.0,3,3,SYS_000226,TAG_000226,20,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,7:58:00 p.m.,9:41:00 p.m.,01:43:00,,Operador_04
06-ago-27,Operador_04,Completado,10022,TIN_000014,20014,40014,50014,Cliente_020,CLI020,Producto_009,Configuracion_007,30007,Desbacterizacion (Chiles secos),4.0,4,4,SYS_000227,TAG_000227,20,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,7:58:00 p.m.,9:41:00 p.m.,01:43:00,,Operador_03
06-ago-27,Operador_05,Completado,10022,TIN_000014,20014,40014,50014,Cliente_020,CLI020,Producto_009,Configuracion_007,30007,Desbacterizacion (Chiles secos),4.0,5,5,SYS_000228,TAG_000228,20,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,7:58:00 p.m.,9:41:00 p.m.,01:43:00,,Operador_02
06-ago-27,Operador_04,Completado,10022,TIN_000014,20014,40014,50014,Cliente_020,CLI020,Producto_009,Configuracion_007,30007,Desbacterizacion (Chiles secos),4.0,6,6,SYS_000229,TAG_000229,20,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,7:58:00 p.m.,9:41:00 p.m.,01:43:00,,Operador_03
06-ago-27,Operador_01,Completado,10022,TIN_000014,20014,40014,50014,Cliente_020,CLI020,Producto_009,Configuracion_007,30007,Desbacterizacion (Chiles secos),4.0,7,7,SYS_000230,TAG_000230,20,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,7:58:00 p.m.,9:41:00 p.m.,01:43:00,,Operador_02
06-ago-27,Operador_05,Completado,10022,TIN_000014,20014,40014,50014,Cliente_020,CLI020,Producto_009,Configuracion_007,30007,Desbacterizacion (Chiles secos),4.0,8,8,SYS_000231,TAG_000231,20,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,7:58:00 p.m.,9:41:00 p.m.,01:43:00,,Operador_03
06-ago-27,Operador_04,Completado,10022,TIN_000014,20014,40014,50014,Cliente_020,CLI020,Producto_009,Configuracion_007,30007,Desbacterizacion (Chiles secos),4.0,9,9,SYS_000232,TAG_000232,20,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,7:58:00 p.m.,9:41:00 p.m.,01:43:00,,Operador_04
06-ago-27,Operador_03,Completado,10022,TIN_000014,20014,40014,50014,Cliente_020,CLI020,Producto_009,Configuracion_007,30007,Desbacterizacion (Chiles secos),4.0,10,10,SYS_000233,TAG_000233,20,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,7:58:00 p.m.,9:41:00 p.m.,01:43:00,,Operador_02
06-ago-27,Operador_04,Completado,10022,TIN_000014,20014,40014,50014,Cliente_020,CLI020,Producto_009,Configuracion_007,30007,Desbacterizacion (Chiles secos),4.0,11,11,SYS_000234,TAG_000234,20,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,7:58:00 p.m.,9:41:00 p.m.,01:43:00,,Operador_04
06-ago-27,Operador_02,Completado,10022,TIN_000014,20014,40014,50014,Cliente_020,CLI020,Producto_009,Configuracion_007,30007,Desbacterizacion (Chiles secos),4.0,12,12,SYS_000235,TAG_000235,20,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,7:58:00 p.m.,9:41:00 p.m.,01:43:00,,Operador_01
06-ago-27,Operador_02,Completado,10022,TIN_000014,20014,40014,50014,Cliente_020,CLI020,Producto_009,Configuracion_007,30007,Desbacterizacion (Chiles secos),4.0,13,1,SYS_000236,TAG_000236,20,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,7:58:00 p.m.,9:41:00 p.m.,01:43:00,,Operador_01
06-ago-27,Operador_04,Completado,10022,TIN_000014,20014,40014,50014,Cliente_020,CLI020,Producto_009,Configuracion_007,30007,Desbacterizacion (Chiles secos),4.0,14,2,SYS_000237,TAG_000237,20,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,7:58:00 p.m.,9:41:00 p.m.,01:43:00,,Operador_02
06-ago-27,Operador_02,Completado,10022,TIN_000014,20014,40014,50014,Cliente_020,CLI020,Producto_009,Configuracion_007,30007,Desbacterizacion (Chiles secos),4.0,15,3,SYS_000238,TAG_000238,20,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,7:58:00 p.m.,9:41:00 p.m.,01:43:00,,Operador_02
06-ago-27,Operador_05,Completado,10022,TIN_000014,20014,40014,50014,Cliente_020,CLI020,Producto_009,Configuracion_007,30007,Desbacterizacion (Chiles secos),4.0,16,4,SYS_000239,TAG_000239,20,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,7:58:00 p.m.,9:41:00 p.m.,01:43:00,,Operador_05
06-ago-27,Operador_05,Completado,10022,TIN_000014,20014,40014,50014,Cliente_020,CLI020,Producto_009,Configuracion_007,30007,Desbacterizacion (Chiles secos),4.0,17,5,SYS_000240,TAG_000240,20,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,7:58:00 p.m.,9:41:00 p.m.,01:43:00,,Operador_04
06-ago-27,Operador_01,Completado,10022,TIN_000014,20014,40014,50014,Cliente_020,CLI020,Producto_009,Configuracion_007,30007,Desbacterizacion (Chiles secos),4.0,18,6,SYS_000241,TAG_000241,20,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,7:58:00 p.m.,9:41:00 p.m.,01:43:00,,Operador_04
06-ago-27,Operador_03,Completado,10022,TIN_000014,20014,40014,50014,Cliente_020,CLI020,Producto_009,Configuracion_007,30007,Desbacterizacion (Chiles secos),4.0,19,7,SYS_000242,TAG_000242,20,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,7:58:00 p.m.,9:41:00 p.m.,01:43:00,,Operador_04
06-ago-27,Operador_04,Completado,10022,TIN_000014,20014,40014,50014,Cliente_020,CLI020,Producto_009,Configuracion_007,30007,Desbacterizacion (Chiles secos),4.0,20,8,SYS_000243,TAG_000243,20,MODE_A - Config demo,4.0,2,1,4.0,2.5,2.4,1.5,7:58:00 p.m.,9:41:00 p.m.,01:43:00,,Operador_04
27-ago-27,Operador_05,Completado,10023,TIN_000015,20015,40015,50015,Cliente_001,CLI001,Producto_001,Configuracion_008,30008,Desbacterizacion (Vegetales),4.0,1,1,SYS_000244,TAG_000244,16,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,9:55:00 a.m.,11:12:00 a.m.,01:17:00,,Operador_04
27-ago-27,Operador_05,Completado,10023,TIN_000015,20015,40015,50015,Cliente_001,CLI001,Producto_001,Configuracion_008,30008,Desbacterizacion (Vegetales),4.0,2,2,SYS_000245,TAG_000245,16,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,9:55:00 a.m.,11:12:00 a.m.,01:17:00,,Operador_01
27-ago-27,Operador_01,Completado,10023,TIN_000015,20015,40015,50015,Cliente_001,CLI001,Producto_001,Configuracion_008,30008,Desbacterizacion (Vegetales),4.0,3,3,SYS_000246,TAG_000246,16,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,9:55:00 a.m.,11:12:00 a.m.,01:17:00,,Operador_01
27-ago-27,Operador_04,Completado,10023,TIN_000015,20015,40015,50015,Cliente_001,CLI001,Producto_001,Configuracion_008,30008,Desbacterizacion (Vegetales),4.0,4,4,SYS_000247,TAG_000247,16,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,9:55:00 a.m.,11:12:00 a.m.,01:17:00,,Operador_03
27-ago-27,Operador_04,Completado,10023,TIN_000015,20015,40015,50015,Cliente_001,CLI001,Producto_001,Configuracion_008,30008,Desbacterizacion (Vegetales),4.0,5,5,SYS_000248,TAG_000248,16,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,9:55:00 a.m.,11:12:00 a.m.,01:17:00,,Operador_03
27-ago-27,Operador_05,Completado,10023,TIN_000015,20015,40015,50015,Cliente_001,CLI001,Producto_001,Configuracion_008,30008,Desbacterizacion (Vegetales),4.0,6,6,SYS_000249,TAG_000249,16,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,9:55:00 a.m.,11:12:00 a.m.,01:17:00,,Operador_03
27-ago-27,Operador_03,Completado,10023,TIN_000015,20015,40015,50015,Cliente_001,CLI001,Producto_001,Configuracion_008,30008,Desbacterizacion (Vegetales),4.0,7,7,SYS_000250,TAG_000250,16,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,9:55:00 a.m.,11:12:00 a.m.,01:17:00,,Operador_03
27-ago-27,Operador_02,Completado,10023,TIN_000015,20015,40015,50015,Cliente_001,CLI001,Producto_001,Configuracion_008,30008,Desbacterizacion (Vegetales),4.0,8,8,SYS_000251,TAG_000251,16,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,9:55:00 a.m.,11:12:00 a.m.,01:17:00,,Operador_05
27-ago-27,Operador_01,Completado,10023,TIN_000015,20015,40015,50015,Cliente_001,CLI001,Producto_001,Configuracion_008,30008,Desbacterizacion (Vegetales),4.0,9,9,SYS_000252,TAG_000252,16,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,9:55:00 a.m.,11:12:00 a.m.,01:17:00,,Operador_01
27-ago-27,Operador_03,Completado,10023,TIN_000015,20015,40015,50015,Cliente_001,CLI001,Producto_001,Configuracion_008,30008,Desbacterizacion (Vegetales),4.0,10,10,SYS_000253,TAG_000253,16,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,9:55:00 a.m.,11:12:00 a.m.,01:17:00,,Operador_04
27-ago-27,Operador_03,Completado,10023,TIN_000015,20015,40015,50015,Cliente_001,CLI001,Producto_001,Configuracion_008,30008,Desbacterizacion (Vegetales),4.0,11,11,SYS_000254,TAG_000254,16,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,9:55:00 a.m.,11:12:00 a.m.,01:17:00,,Operador_04
27-ago-27,Operador_02,Completado,10023,TIN_000015,20015,40015,50015,Cliente_001,CLI001,Producto_001,Configuracion_008,30008,Desbacterizacion (Vegetales),4.0,12,12,SYS_000255,TAG_000255,16,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,9:55:00 a.m.,11:12:00 a.m.,01:17:00,,Operador_02
27-ago-27,Operador_04,Completado,10023,TIN_000015,20015,40015,50015,Cliente_001,CLI001,Producto_001,Configuracion_008,30008,Desbacterizacion (Vegetales),4.0,13,1,SYS_000256,TAG_000256,16,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,9:55:00 a.m.,11:12:00 a.m.,01:17:00,,Operador_02
27-ago-27,Operador_03,Completado,10023,TIN_000015,20015,40015,50015,Cliente_001,CLI001,Producto_001,Configuracion_008,30008,Desbacterizacion (Vegetales),4.0,14,2,SYS_000257,TAG_000257,16,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,9:55:00 a.m.,11:12:00 a.m.,01:17:00,,Operador_04
27-ago-27,Operador_01,Completado,10023,TIN_000015,20015,40015,50015,Cliente_001,CLI001,Producto_001,Configuracion_008,30008,Desbacterizacion (Vegetales),4.0,15,3,SYS_000258,TAG_000258,16,MODE_B - Config demo,4.0,2,1,4.0,0.025,8.0,0.05,9:55:00 a.m.,11:12:00 a.m.,01:17:00,,Operador_02
